listing_id,date
166473,2013-11-10
166473,2013-12-23
166473,2014-01-13
166473,2014-03-02
166473,2014-06-01
166473,2014-06-13
166473,2014-07-29
166473,2014-09-01
166473,2014-10-13
166473,2014-12-01
166473,2015-01-11
166473,2015-04-06
166473,2015-06-06
166473,2015-10-06
166473,2015-10-21
166473,2016-03-30
166473,2016-04-26
166473,2016-06-20
166473,2016-08-09
166473,2016-09-03
166473,2016-10-29
166473,2017-01-11
166473,2017-03-16
166473,2017-05-11
166473,2017-07-31
166473,2018-07-21
166473,2018-07-31
166473,2018-10-26
166473,2018-12-25
166473,2018-12-30
166473,2019-01-27
166473,2019-03-01
166473,2019-04-14
166473,2019-04-21
166473,2019-05-31
166473,2019-06-12
166473,2019-06-29
166473,2019-08-08
166473,2019-08-21
166473,2019-08-30
166473,2019-09-15
166473,2019-11-06
166473,2019-11-21
166473,2020-02-29
166473,2020-03-07
166473,2020-10-15
212845,2012-02-17
212845,2012-04-16
212845,2013-03-03
212845,2013-06-01
212845,2013-07-01
212845,2013-07-05
212845,2013-09-23
212845,2014-02-10
212845,2014-04-09
212845,2014-09-23
212845,2014-12-20
212845,2015-03-04
212845,2015-04-06
212845,2015-06-29
212845,2015-10-04
212845,2016-03-02
212845,2016-03-30
212845,2016-06-30
212845,2016-08-14
212845,2016-11-23
212845,2017-05-31
212845,2017-08-16
212845,2017-08-22
212845,2017-10-02
212845,2018-06-20
212845,2018-06-22
212845,2018-07-02
212845,2018-07-15
212845,2018-09-29
212845,2018-11-02
212845,2019-02-05
212845,2019-07-10
212845,2019-08-05
212845,2019-08-19
212845,2019-11-15
212845,2020-09-30
229511,2017-08-20
229511,2018-08-28
229511,2020-07-26
330760,2012-02-23
330760,2012-03-01
330760,2012-03-10
330760,2012-04-07
330760,2012-04-08
330760,2012-05-04
330760,2012-05-06
330760,2012-08-06
330760,2012-10-02
330760,2012-12-25
330760,2013-01-22
330760,2013-03-31
330760,2013-04-22
330760,2013-05-27
330760,2013-06-12
330760,2013-06-25
330760,2013-07-11
330760,2013-09-15
330760,2013-10-18
330760,2013-11-01
330760,2013-12-08
330760,2014-01-01
330760,2014-01-05
330760,2014-04-23
330760,2014-05-04
330760,2014-05-05
330760,2014-06-10
330760,2014-08-02
330760,2015-04-15
330760,2015-07-18
330760,2015-08-31
330760,2015-09-05
330760,2018-10-20
330760,2019-06-04
340024,2013-03-18
340024,2013-04-05
340024,2013-04-29
340024,2014-02-20
340024,2014-02-25
340024,2014-03-25
340024,2014-04-07
340024,2014-05-03
340024,2014-05-14
340024,2014-05-27
340024,2014-07-15
340024,2014-07-23
340024,2014-10-14
340024,2014-11-01
340024,2014-12-27
340024,2015-01-03
340024,2015-01-28
340024,2015-02-03
340024,2015-03-30
340024,2015-04-13
340024,2015-04-26
340024,2015-05-19
340024,2015-05-27
340024,2015-06-22
340024,2015-07-10
340024,2015-07-15
340024,2015-07-28
340024,2015-09-29
340024,2015-10-03
340024,2015-10-19
340024,2015-11-19
340024,2015-11-22
340024,2015-12-12
340024,2015-12-21
340024,2016-02-01
340024,2016-02-26
340024,2016-03-15
340024,2016-03-31
340024,2016-04-12
340024,2016-04-23
340024,2016-05-16
340024,2016-05-19
340024,2016-06-02
340024,2016-06-14
340024,2016-06-20
340024,2016-06-25
340024,2016-06-30
340024,2016-07-08
340024,2016-07-15
340024,2016-07-23
340024,2016-07-29
340024,2016-08-21
340024,2016-09-16
340024,2016-10-27
340024,2016-11-01
340024,2016-11-15
340024,2016-12-31
340024,2017-02-03
340024,2017-02-11
340024,2017-02-14
340024,2017-03-27
340024,2017-04-07
340024,2017-05-15
340024,2017-06-28
340024,2017-07-13
340024,2017-07-17
340024,2017-08-24
340024,2017-09-09
340024,2017-09-23
340024,2017-10-06
340024,2017-10-14
340024,2017-10-29
340024,2017-11-11
340024,2017-12-12
340024,2018-03-09
340024,2018-03-20
340024,2018-05-08
340024,2018-05-13
340024,2018-05-20
340024,2018-05-27
340024,2018-06-11
340024,2018-06-18
340024,2018-06-25
340024,2018-07-06
340024,2018-07-13
340024,2018-07-19
340024,2018-09-12
340024,2018-09-15
340024,2018-09-22
340024,2018-09-28
340024,2018-10-02
340024,2018-10-19
340024,2018-12-23
340024,2019-01-05
340024,2019-01-29
340024,2019-04-06
340024,2019-04-12
340024,2019-05-01
340024,2019-05-21
340024,2019-05-24
340024,2019-05-28
340024,2019-06-06
340024,2019-06-09
340024,2019-06-13
340024,2019-07-02
340024,2019-07-10
340024,2019-07-14
340024,2019-08-02
340024,2019-09-01
340024,2019-09-07
340024,2019-09-10
340024,2019-09-16
340024,2019-09-20
340024,2019-09-28
340024,2019-10-02
340024,2019-10-05
340024,2019-10-10
340024,2019-10-23
340024,2019-10-27
340024,2019-11-08
340024,2019-11-13
340024,2019-11-17
340024,2019-12-15
340024,2020-01-02
340024,2020-01-06
340024,2020-01-12
340024,2020-01-19
340024,2020-02-17
340024,2020-02-29
340024,2020-03-09
340024,2020-08-10
340024,2020-08-13
340024,2020-08-18
340024,2020-10-14
358541,2012-04-25
358541,2012-05-17
358541,2012-05-21
358541,2012-05-25
358541,2012-05-31
358541,2012-06-05
358541,2012-06-13
358541,2012-07-03
358541,2012-07-06
358541,2012-07-11
358541,2012-07-23
358541,2012-08-13
358541,2012-09-08
358541,2012-09-14
358541,2012-09-21
358541,2012-09-24
358541,2012-09-29
358541,2012-10-03
358541,2012-10-05
358541,2012-10-13
358541,2012-10-15
358541,2012-10-28
358541,2012-11-03
358541,2012-11-05
358541,2012-11-13
358541,2012-11-19
358541,2012-12-03
358541,2012-12-25
358541,2012-12-29
358541,2013-01-03
358541,2013-01-08
358541,2013-01-21
358541,2013-02-06
358541,2013-02-18
358541,2013-03-06
358541,2013-04-04
358541,2013-04-11
358541,2013-04-15
358541,2013-04-25
358541,2013-04-29
358541,2013-05-05
358541,2013-05-09
358541,2013-05-13
358541,2013-05-21
358541,2013-06-03
358541,2013-06-11
358541,2013-06-13
358541,2013-06-16
358541,2013-06-25
358541,2013-07-17
358541,2013-07-31
358541,2013-08-07
358541,2013-08-12
358541,2013-08-16
358541,2013-08-20
358541,2013-09-04
358541,2013-09-09
358541,2013-09-23
358541,2013-09-26
358541,2013-10-05
358541,2013-10-15
358541,2013-10-18
358541,2013-10-21
358541,2013-10-27
358541,2013-10-29
358541,2013-11-04
358541,2013-11-09
358541,2013-11-19
358541,2013-11-26
358541,2013-12-02
358541,2013-12-16
358541,2013-12-30
358541,2014-02-01
358541,2014-02-03
358541,2014-02-11
358541,2014-02-18
358541,2014-02-22
358541,2014-03-03
358541,2014-03-10
358541,2014-03-24
358541,2014-04-06
358541,2014-04-27
358541,2014-05-23
358541,2014-05-26
358541,2014-06-01
358541,2014-06-04
358541,2014-06-10
358541,2014-06-15
358541,2014-06-20
358541,2014-06-23
358541,2014-07-08
358541,2014-07-12
358541,2014-07-28
358541,2014-08-24
358541,2014-09-10
358541,2014-10-03
358541,2014-10-06
358541,2014-10-08
358541,2014-10-10
358541,2014-10-14
358541,2014-10-20
358541,2014-10-31
358541,2014-11-04
358541,2014-11-11
358541,2014-11-19
358541,2014-11-30
358541,2014-12-30
358541,2015-01-31
358541,2015-02-02
358541,2015-02-24
358541,2015-03-16
358541,2015-03-21
358541,2015-04-05
358541,2015-04-08
358541,2015-04-11
358541,2015-04-14
358541,2015-04-28
358541,2015-05-02
358541,2015-05-06
358541,2015-05-13
358541,2015-05-21
358541,2015-05-26
358541,2015-06-07
358541,2015-06-16
358541,2015-07-03
358541,2015-07-16
358541,2015-08-03
358541,2015-08-18
358541,2015-08-26
358541,2015-08-31
358541,2015-09-14
358541,2015-09-21
358541,2015-09-29
358541,2015-10-03
358541,2015-10-05
358541,2015-10-18
358541,2015-10-25
358541,2015-11-01
358541,2015-11-27
358541,2015-12-08
358541,2016-01-03
358541,2016-01-30
358541,2016-02-07
358541,2016-02-09
358541,2016-02-21
358541,2016-02-29
358541,2016-03-02
358541,2016-03-20
358541,2016-03-25
358541,2016-04-05
358541,2016-04-09
358541,2016-04-19
358541,2016-04-24
358541,2016-05-05
358541,2016-05-13
358541,2016-05-15
358541,2016-05-26
358541,2016-05-30
358541,2016-06-07
358541,2016-06-12
358541,2016-06-16
358541,2016-07-01
358541,2016-07-08
358541,2016-07-25
358541,2016-07-30
358541,2016-08-03
358541,2016-08-09
358541,2016-08-20
358541,2016-08-28
358541,2016-09-22
358541,2016-09-27
358541,2016-10-05
358541,2016-10-07
358541,2016-10-19
358541,2016-10-29
358541,2016-12-19
358541,2016-12-28
358541,2017-01-29
358541,2017-02-09
358541,2017-02-19
358541,2017-04-11
358541,2017-04-17
358541,2017-04-24
358541,2017-04-30
358541,2017-05-05
358541,2017-05-08
358541,2017-05-14
358541,2017-05-30
358541,2017-06-18
358541,2017-06-25
358541,2017-07-04
358541,2017-07-13
358541,2017-07-18
358541,2017-07-21
358541,2017-08-05
358541,2017-09-04
358541,2017-09-14
358541,2017-10-02
358541,2017-10-10
358541,2017-10-25
358541,2017-11-01
358541,2017-11-06
358541,2017-12-29
358541,2018-02-11
358541,2018-02-19
358541,2018-02-26
358541,2018-03-12
358541,2018-04-07
358541,2018-04-09
358541,2018-04-21
358541,2018-04-24
358541,2018-07-21
358541,2018-07-27
358541,2018-08-10
358541,2018-08-13
358541,2018-08-22
358541,2018-09-01
358541,2018-09-08
358541,2018-09-17
358541,2018-09-24
358541,2018-09-26
358541,2018-10-08
358541,2018-10-14
358541,2018-10-21
358541,2018-10-25
358541,2018-11-03
358541,2018-11-08
358541,2018-11-11
358541,2018-11-18
358541,2018-11-25
358541,2018-12-02
358541,2018-12-09
358541,2018-12-16
358541,2018-12-31
358541,2019-01-08
358541,2019-01-14
358541,2019-01-20
358541,2019-01-27
358541,2019-02-17
358541,2019-02-24
358541,2019-03-02
358541,2019-03-11
358541,2019-03-22
358541,2019-03-26
358541,2019-04-20
358541,2019-04-25
358541,2019-05-02
358541,2019-05-12
358541,2019-05-25
358541,2019-06-02
358541,2019-06-10
358541,2019-06-26
358541,2019-07-07
358541,2019-07-25
358541,2019-08-03
358541,2019-08-07
358541,2019-09-07
358541,2019-09-30
358541,2019-10-16
358541,2019-10-21
358541,2019-10-24
358541,2019-10-28
358541,2019-11-02
358541,2019-11-10
358541,2019-11-24
358541,2019-12-15
358541,2019-12-30
358541,2020-01-12
358541,2020-02-03
358541,2020-02-09
358541,2020-02-23
358541,2020-03-18
358541,2020-07-21
358541,2020-08-17
358541,2020-08-23
358541,2020-08-31
358541,2020-09-04
358541,2020-09-11
358541,2020-09-18
421077,2012-05-19
421077,2012-05-29
421077,2012-06-03
421077,2012-06-23
421077,2012-07-17
421077,2012-07-23
421077,2012-08-07
421077,2012-09-09
421077,2012-09-16
421077,2012-10-09
421077,2012-10-20
421077,2012-10-30
421077,2012-11-24
421077,2012-12-03
421077,2015-07-07
421077,2015-07-11
421077,2015-07-13
421077,2015-07-18
421077,2015-09-08
421077,2015-09-19
421077,2015-09-30
421077,2015-10-03
421077,2015-10-04
421077,2015-10-07
421077,2015-10-11
421077,2015-10-19
421077,2015-10-26
421077,2015-11-05
421077,2015-12-05
421077,2016-03-04
421077,2016-04-05
421077,2016-04-17
421077,2016-04-24
421077,2016-05-01
421077,2016-05-14
421077,2016-05-16
421077,2016-05-31
421077,2016-06-16
421077,2016-06-20
421077,2016-06-23
421077,2016-06-25
421077,2016-07-08
421077,2016-07-09
421077,2016-08-28
421077,2016-09-09
421077,2016-10-11
421077,2017-01-07
421077,2017-03-14
421077,2017-11-27
421077,2018-06-01
421077,2018-07-04
421077,2018-07-11
421077,2018-07-23
421077,2018-07-30
421077,2018-08-03
421077,2018-08-11
421077,2018-08-30
421077,2018-09-11
421077,2018-10-13
421077,2019-02-18
421077,2019-02-24
421077,2019-03-06
421077,2019-07-26
421077,2019-08-06
421077,2019-09-11
421077,2019-09-15
421077,2019-09-24
427860,2012-08-17
427860,2012-08-21
427860,2015-04-02
427860,2015-08-15
427860,2015-08-21
427860,2016-03-26
427860,2016-07-30
427860,2016-08-17
427860,2016-09-08
427860,2016-09-26
427860,2017-04-15
427860,2017-05-02
427860,2017-06-06
427860,2017-07-03
427860,2017-08-14
427860,2017-08-17
461508,2012-07-17
461508,2012-08-22
461508,2013-08-19
461508,2016-09-12
461508,2016-09-27
461508,2016-12-12
461508,2017-07-24
461508,2017-08-01
461508,2017-08-09
461508,2017-08-21
461508,2017-09-14
461508,2017-09-25
461508,2017-10-31
461508,2018-08-15
461508,2018-08-19
461508,2018-09-25
461508,2019-01-16
461508,2019-01-28
505688,2012-07-28
505688,2012-09-03
505688,2012-09-11
505688,2012-09-19
505688,2012-09-30
505688,2012-10-27
505688,2013-01-04
505688,2013-03-02
505688,2013-03-30
505688,2013-04-09
505688,2013-04-15
505688,2013-04-19
505688,2013-04-24
505688,2013-05-06
505688,2013-05-15
505688,2013-06-17
505688,2013-06-20
505688,2013-06-25
505688,2013-07-01
505688,2013-07-11
505688,2013-07-15
505688,2013-07-25
505688,2013-08-01
505688,2013-08-27
505688,2013-09-03
505688,2013-09-10
505688,2013-09-16
505688,2013-09-23
505688,2013-09-29
505688,2013-10-22
505688,2013-11-24
505688,2014-01-13
505688,2014-02-11
505688,2014-03-29
505688,2014-04-01
505688,2014-05-05
505688,2014-05-12
505688,2014-06-21
505688,2014-07-04
505688,2014-07-18
505688,2014-07-25
505688,2014-08-08
505688,2014-08-12
505688,2014-08-30
505688,2014-09-07
505688,2014-10-09
505688,2014-10-20
505688,2014-10-28
505688,2014-11-08
505688,2014-12-07
505688,2014-12-29
505688,2015-01-05
505688,2015-01-26
505688,2015-02-14
505688,2015-02-28
505688,2015-03-30
505688,2015-04-05
505688,2015-04-14
505688,2015-04-24
505688,2015-05-03
505688,2015-05-12
505688,2015-05-17
505688,2015-06-13
505688,2015-07-08
505688,2015-08-07
505688,2015-08-22
505688,2015-08-27
505688,2015-08-30
505688,2015-09-07
505688,2015-09-19
505688,2015-10-05
505688,2015-11-04
505688,2016-01-17
505688,2016-01-26
505688,2016-02-18
505688,2016-03-10
505688,2016-03-22
505688,2016-04-19
505688,2016-04-23
505688,2016-04-28
505688,2016-05-15
505688,2016-05-24
505688,2016-06-30
505688,2016-07-10
505688,2016-07-27
505688,2016-08-09
505688,2016-08-23
505688,2016-10-02
505688,2016-10-11
505688,2016-12-30
505688,2017-01-24
505688,2017-01-30
505688,2017-02-13
505688,2017-03-07
505688,2017-03-13
505688,2017-05-16
505688,2017-05-21
505688,2017-06-18
505688,2017-06-26
505688,2017-07-09
505688,2017-07-24
505688,2017-08-08
505688,2017-08-21
505688,2017-10-02
505688,2017-10-17
505688,2017-10-22
505688,2017-11-21
505688,2017-11-28
505688,2017-12-11
505688,2018-01-08
505688,2018-02-05
505688,2018-02-11
505688,2018-02-27
505688,2018-03-16
505688,2018-03-25
505688,2018-04-20
505688,2018-05-07
505688,2018-05-21
505688,2018-05-28
505688,2018-06-04
505688,2018-06-12
505688,2018-07-02
505688,2018-08-04
505688,2018-08-17
505688,2018-08-20
505688,2018-09-22
505688,2018-09-28
505688,2018-10-08
505688,2018-10-16
505688,2018-10-20
505688,2018-11-28
505688,2018-12-09
505688,2019-01-31
505688,2019-02-17
505688,2019-02-24
505688,2019-03-19
505688,2019-03-25
505688,2019-04-01
505688,2019-04-08
505688,2019-04-12
505688,2019-04-25
505688,2019-04-29
505688,2019-05-03
505688,2019-05-08
505688,2019-05-13
505688,2019-05-18
505688,2019-05-29
505688,2019-06-03
505688,2019-06-09
505688,2019-06-18
505688,2019-06-23
505688,2019-07-15
505688,2019-07-28
505688,2019-09-19
505688,2019-10-04
505688,2019-10-08
505688,2019-10-26
505688,2019-11-02
505688,2019-11-11
505688,2019-11-22
505688,2019-11-26
505688,2019-12-09
505688,2020-01-20
505688,2020-01-28
505688,2020-02-10
505688,2020-02-24
505688,2020-03-11
505688,2020-03-16
505688,2020-07-23
505688,2020-08-17
505688,2020-08-23
507961,2012-06-18
507961,2012-08-16
507961,2012-09-10
507961,2012-09-18
507961,2012-09-29
507961,2013-01-04
507961,2013-03-01
507961,2013-04-12
507961,2013-06-05
507961,2013-06-12
507961,2013-06-23
507961,2013-07-04
507961,2013-08-06
507961,2013-08-27
507961,2013-09-13
507961,2013-09-26
507961,2013-10-01
507961,2013-10-25
507961,2013-12-31
507961,2014-03-11
507961,2014-03-27
507961,2014-04-09
507961,2014-04-24
507961,2014-05-19
507961,2014-05-30
507961,2014-06-08
507961,2014-07-02
507961,2014-07-09
507961,2014-08-24
507961,2014-09-14
507961,2014-09-18
507961,2014-09-30
507961,2014-10-12
507961,2014-11-01
507961,2014-12-03
507961,2015-02-08
507961,2015-02-23
507961,2015-03-03
507961,2015-03-30
507961,2015-04-17
507961,2015-04-27
507961,2015-05-03
507961,2015-05-15
507961,2015-05-28
507961,2015-06-02
507961,2015-07-03
507961,2015-07-06
507961,2015-08-02
507961,2015-08-21
507961,2015-08-24
507961,2015-08-29
507961,2015-09-08
507961,2015-09-21
507961,2015-10-02
507961,2015-10-28
507961,2015-11-05
507961,2015-11-11
507961,2016-04-26
507961,2016-05-08
507961,2016-05-29
507961,2016-06-17
507961,2016-07-06
507961,2016-07-20
507961,2016-08-20
507961,2016-09-18
507961,2016-09-25
507961,2016-10-10
507961,2016-10-16
507961,2016-10-24
507961,2016-12-31
507961,2017-02-27
507961,2017-03-27
507961,2017-05-18
507961,2017-05-24
507961,2017-06-12
507961,2017-06-19
507961,2017-06-26
507961,2017-07-04
507961,2017-07-17
507961,2017-07-25
507961,2017-09-01
507961,2017-09-14
507961,2017-09-22
507961,2017-10-19
507961,2017-10-22
507961,2017-11-03
507961,2017-12-16
507961,2017-12-21
507961,2018-01-01
507961,2018-02-26
507961,2018-03-20
507961,2018-04-01
507961,2018-05-19
507961,2018-05-27
507961,2018-06-22
507961,2018-07-01
507961,2018-07-15
507961,2018-07-21
507961,2018-07-28
507961,2018-08-04
507961,2018-08-11
507961,2018-08-12
507961,2018-08-19
507961,2018-09-17
507961,2018-10-01
507961,2018-11-04
507961,2018-11-13
507961,2018-11-25
507961,2018-12-09
507961,2018-12-17
507961,2019-01-02
507961,2019-03-19
507961,2019-03-27
507961,2019-04-04
507961,2019-04-08
507961,2019-04-19
507961,2019-04-24
507961,2019-05-01
507961,2019-05-05
507961,2019-05-12
507961,2019-05-18
507961,2019-05-27
507961,2019-06-14
507961,2019-06-17
507961,2019-06-22
507961,2019-07-14
507961,2019-08-06
507961,2019-08-14
507961,2019-08-28
507961,2019-09-06
507961,2019-09-20
507961,2019-09-26
507961,2019-09-29
507961,2019-10-13
507961,2019-10-16
507961,2019-10-20
507961,2019-10-27
507961,2019-12-31
507961,2020-01-13
507961,2020-01-19
507961,2020-02-18
507961,2020-03-17
507961,2020-08-08
508787,2012-07-09
508787,2012-08-23
508787,2012-08-31
508787,2012-09-08
508787,2012-09-17
508787,2012-09-24
508787,2012-12-08
508787,2013-01-08
508787,2013-02-20
508787,2013-03-04
508787,2013-03-14
508787,2013-04-27
508787,2013-05-13
508787,2013-06-11
508787,2013-06-23
508787,2013-07-13
508787,2013-08-27
508787,2013-09-14
508787,2013-09-23
508787,2013-09-26
508787,2013-09-30
508787,2013-11-01
508787,2013-11-04
508787,2013-12-02
508787,2013-12-07
508787,2013-12-19
508787,2013-12-31
508787,2014-01-10
508787,2014-01-26
508787,2014-02-13
508787,2014-02-28
508787,2014-03-04
508787,2014-03-24
508787,2014-04-14
508787,2014-04-22
508787,2014-04-28
508787,2014-05-26
508787,2014-06-09
508787,2014-06-17
508787,2014-06-21
508787,2014-07-11
508787,2014-07-27
508787,2014-08-28
508787,2014-09-04
508787,2014-09-15
508787,2014-09-24
508787,2014-09-28
508787,2014-10-06
508787,2014-10-13
508787,2014-11-15
508787,2014-12-13
508787,2014-12-31
508787,2015-02-18
508787,2015-02-27
508787,2015-03-09
508787,2015-03-14
508787,2015-03-24
508787,2015-04-06
508787,2015-04-16
508787,2015-04-30
508787,2015-05-04
508787,2015-05-10
508787,2015-05-14
508787,2015-05-22
508787,2015-05-26
508787,2015-05-30
508787,2015-06-17
508787,2015-06-25
508787,2015-07-12
508787,2015-07-21
508787,2015-07-28
508787,2015-08-05
508787,2015-08-24
508787,2015-10-04
508787,2015-10-12
508787,2015-10-28
508787,2015-11-07
508787,2015-11-11
508787,2015-11-20
508787,2016-01-14
508787,2016-01-18
508787,2016-02-24
508787,2016-02-29
508787,2016-03-15
508787,2016-03-23
508787,2016-03-27
508787,2016-04-09
508787,2016-04-14
508787,2016-05-01
508787,2016-05-09
508787,2016-05-17
508787,2016-05-25
508787,2016-05-30
508787,2016-06-09
508787,2016-07-12
508787,2016-07-22
508787,2016-07-26
508787,2016-08-10
508787,2016-08-19
508787,2016-09-09
508787,2016-09-23
508787,2016-10-02
508787,2016-10-13
508787,2016-10-17
508787,2016-11-13
508787,2016-12-19
508787,2017-02-05
508787,2017-02-18
508787,2017-02-25
508787,2017-02-28
508787,2017-03-19
508787,2017-04-02
508787,2017-04-09
508787,2017-05-05
508787,2017-05-22
508787,2017-07-05
508787,2017-07-12
508787,2017-07-17
508787,2017-08-01
508787,2017-08-15
508787,2017-09-01
508787,2017-09-02
508787,2017-09-17
508787,2017-10-04
508787,2017-10-24
508787,2017-11-12
508787,2017-11-19
508787,2018-01-01
508787,2018-01-06
508787,2018-02-25
508787,2018-03-13
508787,2018-05-19
508787,2018-05-31
508787,2018-06-10
508787,2018-07-18
508787,2018-07-30
508787,2018-08-05
508787,2018-08-17
508787,2018-08-24
508787,2018-09-17
508787,2018-10-04
508787,2018-10-12
508787,2018-10-15
508787,2018-10-20
508787,2018-10-25
508787,2018-10-30
508787,2018-11-03
508787,2018-11-20
508787,2018-12-09
508787,2018-12-18
508787,2019-01-03
508787,2019-01-20
508787,2019-01-27
508787,2019-01-31
508787,2019-02-17
508787,2019-02-25
508787,2019-03-04
508787,2019-03-10
508787,2019-03-18
508787,2019-03-28
508787,2019-04-06
508787,2019-04-09
508787,2019-04-18
508787,2019-04-25
508787,2019-05-01
508787,2019-05-13
508787,2019-05-24
508787,2019-07-15
508787,2019-08-04
508787,2019-08-17
508787,2019-09-12
508787,2019-10-10
508787,2019-10-13
508787,2019-10-23
508787,2019-11-10
508787,2019-11-14
508787,2019-11-21
508787,2019-11-25
508787,2019-12-01
508787,2019-12-08
508787,2019-12-16
508787,2020-01-13
508787,2020-01-18
508787,2020-01-26
508787,2020-02-03
508787,2020-02-10
508787,2020-02-18
508787,2020-03-08
509073,2012-07-25
509073,2012-08-13
509073,2012-08-22
509073,2012-09-08
509073,2012-09-14
509073,2012-09-19
509073,2012-09-25
509073,2012-10-02
509073,2012-10-24
509073,2012-11-27
509073,2012-12-31
509073,2013-01-07
509073,2013-01-27
509073,2013-03-06
509073,2013-04-03
509073,2013-04-14
509073,2013-04-22
509073,2013-06-06
509073,2013-06-12
509073,2013-07-22
509073,2013-08-26
509073,2013-09-21
509073,2013-09-27
509073,2013-10-14
509073,2013-11-09
509073,2014-01-03
509073,2014-02-20
509073,2014-03-19
509073,2014-03-22
509073,2014-04-14
509073,2014-04-20
509073,2014-04-26
509073,2014-05-02
509073,2014-05-17
509073,2014-05-21
509073,2014-06-15
509073,2014-06-19
509073,2014-07-03
509073,2014-07-23
509073,2014-08-16
509073,2014-08-19
509073,2014-08-31
509073,2014-09-07
509073,2014-09-14
509073,2014-10-04
509073,2014-10-07
509073,2014-10-12
509073,2014-10-19
509073,2014-10-30
509073,2014-11-04
509073,2014-11-07
509073,2014-11-27
509073,2014-12-15
509073,2015-01-05
509073,2015-03-21
509073,2015-03-31
509073,2015-04-06
509073,2015-04-18
509073,2015-04-25
509073,2015-05-01
509073,2015-05-17
509073,2015-06-22
509073,2015-07-08
509073,2015-07-15
509073,2015-07-25
509073,2015-08-10
509073,2015-09-04
509073,2015-09-13
509073,2015-09-21
509073,2015-09-28
509073,2015-10-06
509073,2015-10-12
509073,2015-10-18
509073,2015-10-28
509073,2015-11-01
509073,2015-12-01
509073,2015-12-30
509073,2016-02-07
509073,2016-03-27
509073,2016-04-11
509073,2016-04-18
509073,2016-04-25
509073,2016-05-14
509073,2016-05-18
509073,2016-05-23
509073,2016-06-07
509073,2016-07-11
509073,2016-07-18
509073,2016-07-25
509073,2016-08-31
509073,2016-09-11
509073,2016-09-24
509073,2016-10-24
509073,2016-11-02
509073,2016-11-08
509073,2017-01-23
509073,2017-01-30
509073,2017-02-13
509073,2017-03-03
509073,2017-03-19
509073,2017-04-02
509073,2017-04-07
509073,2017-04-26
509073,2017-04-30
509073,2017-05-03
509073,2017-05-12
509073,2017-05-31
509073,2017-06-12
509073,2017-06-19
509073,2017-07-08
509073,2017-07-31
509073,2017-08-07
509073,2017-08-26
509073,2017-09-12
509073,2017-09-18
509073,2017-10-04
509073,2017-10-19
509073,2017-10-23
509073,2017-11-04
509073,2017-11-15
509073,2017-11-19
509073,2017-11-29
509073,2017-12-11
509073,2017-12-26
509073,2018-01-02
509073,2018-01-12
509073,2018-01-29
509073,2018-02-19
509073,2018-02-25
509073,2018-03-11
509073,2018-03-23
509073,2018-04-02
509073,2018-04-07
