id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15800171,iloftmalaga Plaza de la Constitucion VIII,80225433,I Loft Malaga,,Centro,36.72042,-4.42091,Entire home/apt,83,1,0,,,218,232
15800172,iloftmalaga Plaza de la Constitucion III,80225433,I Loft Malaga,,Centro,36.72055,-4.42254,Entire home/apt,93,1,6,2019-12-26,0.10,218,0
15800173,iloftmalaga Plaza de la Constitucion IX,80225433,I Loft Malaga,,Centro,36.72089,-4.42131,Entire home/apt,86,1,5,2019-05-04,0.09,218,0
15800176,iloftmalaga Premium Centro Historico III,80225433,I Loft Malaga,,Centro,36.71782,-4.42434,Entire home/apt,85,1,8,2020-09-09,0.19,218,333
15800177,iloftmalaga Premium Centro Historico II,80225433,I Loft Malaga,,Centro,36.71924,-4.42244,Hotel room,85,1,5,2019-08-04,0.09,218,0
15800178,"Iloftmalaga, Minimalist Loft in Revitalized Historical Space",80225433,I Loft Malaga,,Centro,36.71987,-4.42412,Entire home/apt,85,1,23,2020-09-06,0.53,218,354
15800180,iloftmalaga Calle Nueva,80225433,I Loft Malaga,,Centro,36.72097,-4.42236,Entire home/apt,53,1,8,2019-10-29,0.15,218,0
15830479,1st.LINE BEACH. EL PALO.,11778619,Arantxa,,Este,36.71761,-4.35197,Entire home/apt,50,6,75,2020-08-11,1.59,7,97
15835869,"Precioso apartamento a 10 minutos de la playa,",102552567,Pedro,,Carretera de Cadiz,36.69767,-4.4451,Entire home/apt,78,3,8,2019-08-21,0.21,1,207
15852463,Charming Modern Studio City Centre,5890675,La Recepción,,Centro,36.72714,-4.41998,Entire home/apt,38,1,87,2020-09-21,1.82,66,365
15868442,casapicasso6,102863464,José,,Centro,36.72512,-4.41879,Entire home/apt,89,3,3,2019-08-27,0.06,1,94
15876865,"Luxury: billiards, table football, gym, free p...",77872800,Noelia&Alberto,,Campanillas,36.73447,-4.56343,Entire home/apt,52,2,152,2020-10-25,3.25,1,346
15880653,PLAYA DEL CHANQUETE Nº11,49000625,Lazaro,,Este,36.71767,-4.35179,Entire home/apt,46,3,9,2019-11-14,0.35,1,270
15899392,Aduana Presidential,94173177,Living4Malaga,,Centro,36.72025,-4.4177,Entire home/apt,172,2,48,2020-02-29,1.09,61,336
15950513,URBAN HIPSTER,50035663,Paolo,,Centro,36.72372,-4.42186,Entire home/apt,40,2,170,2020-08-13,3.57,2,354
15950772,Acogedor y moderno apartamento en Málaga,103519517,Susana,,Centro,36.724,-4.42422,Entire home/apt,43,2,83,2020-10-08,3.80,1,365
15994749,"Nice, calm and modern apartment w/private patio",76393548,Margarita,,Centro,36.72769,-4.41206,Entire home/apt,63,4,58,2020-08-24,1.24,1,178
16000243,Apartment at Malagueta beach.,99715262,Mariche,,Centro,36.71758,-4.4123,Entire home/apt,100,2,63,2019-01-01,1.35,1,271
16007261,"MALAGUETA I: ROOMY, SEA VIEWS AND CAR PARK",66410261,Lorena,,Centro,36.71904,-4.40953,Entire home/apt,137,4,11,2020-10-18,1.18,1,347
16011001,Cosy appartment w/ terrace in the old city centre,38747539,Pieter Jan,,Centro,36.72437,-4.41947,Entire home/apt,44,1,11,2020-02-26,0.23,1,118
16021776,Centro historico. Junto a C/ Larios,38997552,Marina,,Centro,36.72008,-4.4225,Entire home/apt,100,2,18,2020-01-03,0.38,1,333
16030829,P&P Apartaments Lagunillas,57881823,Antonio,,Centro,36.72487,-4.41527,Entire home/apt,107,2,18,2020-08-23,0.42,8,117
16046447,Quiet apartment with a nice terrace,2103056,David,,Centro,36.72539,-4.41073,Entire home/apt,56,2,72,2020-08-20,1.52,9,365
16053509,"Malagueta Beach House - Leisure, beach and culture",62359534,Miguel,,Centro,36.72029,-4.40779,Entire home/apt,60,2,114,2020-09-27,2.41,7,345
16068370,Apartamento 2 dorm. y 2 baños cercano al centro.,104501396,Sofía Y Jose,,Centro,36.73264,-4.41254,Entire home/apt,50,2,117,2020-10-12,2.47,1,84
16079766,URBAN HIPSTER 2,50035663,Paolo,,Centro,36.72416,-4.42017,Entire home/apt,42,2,217,2020-10-12,4.58,2,237
16081763,Mediterranean  Suite,17589912,Antonio / Manuel,,Centro,36.71572,-4.41111,Entire home/apt,61,2,62,2020-09-17,1.33,5,344
16094958,Chic apt in Málaga Historic Center,15304949,Gabriela,,Centro,36.72199,-4.42162,Entire home/apt,54,1,80,2020-10-21,1.87,1,231
16099723,Habitación Doble en Plaza Santa Maria,31789062,Christian,,Centro,36.7242,-4.41662,Private room,15,4,2,2019-08-20,0.05,4,364
16108605,Gorgeous apartment with Andalusian patio,29997834,Inés,,Centro,36.72156,-4.4301,Entire home/apt,32,2,184,2020-09-28,3.89,1,0
16161703,VE.Nuevo y acogedor estudio en el centro histórico,105439681,Dipaka 1,,Centro,36.72631,-4.41584,Entire home/apt,39,1,119,2020-08-31,2.55,4,272
16161818,RS. Espectacular estudio en el centro histórico,105439681,Dipaka 1,,Centro,36.72732,-4.41423,Entire home/apt,39,1,119,2020-08-06,2.54,4,364
16162015,AZ. Coqueto estudio a estrenar. Casco histórico,105439681,Dipaka 1,,Centro,36.72605,-4.41566,Entire home/apt,39,1,141,2020-08-30,3.02,4,357
16162080,AI. Estudio de ensueño en el centro histórico,105439681,Dipaka 1,,Centro,36.7263,-4.41583,Entire home/apt,39,1,116,2020-08-24,2.49,4,267
16165806,Monte Sancha Deluxe,94173177,Living4Malaga,,Centro,36.7225,-4.40054,Entire home/apt,147,3,36,2020-08-23,0.90,61,320
16171953,Apartamentos Málaga Andes 202,10414451,Raimundo,,Este,36.72099,-4.35669,Hotel room,51,1,22,2020-09-27,0.52,21,209
16173004,Apartamentos Málaga Andes Terraza 2,10414451,Raimundo,,Este,36.72099,-4.35669,Hotel room,76,1,6,2019-01-19,0.14,21,209
16173575,Apartamentos Málaga Andes Terraza 1,10414451,Raimundo,,Este,36.72099,-4.35669,Hotel room,74,1,2,2019-03-17,0.06,21,209
16173749,Estudio Málaga Andes 1,10414451,Raimundo,,Este,36.72099,-4.35669,Hotel room,50,1,3,2019-07-02,0.09,21,209
16173873,Estudio Málaga Andes 3,10414451,Raimundo,,Este,36.72099,-4.35669,Hotel room,50,1,2,2019-04-11,0.07,21,209
16174076,Apartamentos Málaga Andes 2-6,10414451,Raimundo,,Este,36.72088,-4.35673,Entire home/apt,63,1,5,2019-10-27,0.24,21,209
16174174,Apartamentos Málaga Andes 2-5,10414451,Raimundo,,Este,36.72088,-4.35673,Entire home/apt,63,1,9,2020-09-20,0.23,21,209
16174319,Apartamentos Málaga Andes 2-4,10414451,Raimundo,,Este,36.72088,-4.35673,Hotel room,63,1,16,2019-07-04,0.48,21,209
16179101,Apartamentos Málaga Andes 301,10414451,Raimundo,,Este,36.72099,-4.35669,Hotel room,51,1,0,,,21,209
16198749,Grand Apartment with Terrace & Parking in Centre,5890675,La Recepción,,Centro,36.72517,-4.4186,Entire home/apt,83,1,101,2020-10-04,2.15,66,356
16213250,Room in the heart Historic Center,88640184,María,,Centro,36.7252,-4.41785,Private room,18,2,224,2020-06-20,4.73,3,363
16226003,Apartment with terrace in the center of Malaga,11733642,Ines,,Centro,36.72732,-4.42041,Entire home/apt,52,1,67,2020-03-07,1.44,15,184
16235490,Lucila Beach Malaga,106116024,Maria Eugenia,,Este,36.71923,-4.35942,Entire home/apt,51,1,113,2020-08-24,2.41,1,12
16240524,Romantic Studio in Malaga city center I,71787601,Maria,,Centro,36.72083,-4.42319,Entire home/apt,50,1,54,2018-10-03,1.14,6,70
16287384,"Luxury Villa ""Buenavista"" on Golf Area, 900m2",11733642,Ines,,Este,36.71872,-4.34351,Entire home/apt,176,1,30,2019-10-20,0.68,15,303
16309716,Adorable Apartment in the Center with Sun Terrace,5890675,La Recepción,,Centro,36.72375,-4.4226,Entire home/apt,62,1,119,2020-10-13,2.53,66,324
16311132,Encantador piso con excelente ubicación en Málaga,49646181,Marina,,Centro,36.71872,-4.40973,Entire home/apt,98,2,53,2020-02-19,1.14,1,314
16371236,Apartamento en Alameda de Colon,45279970,Jose Luis,,Centro,36.71499,-4.42515,Entire home/apt,49,2,149,2020-08-12,3.20,3,90
16377483,APARTAMENTO CON ENCANTO CENTRO MALAGA.,107270207,Inma,,Centro,36.72434,-4.428,Entire home/apt,55,2,46,2018-12-30,0.99,1,30
16378214,Iloftmalaga-Airy Apartment Adjacent to the Alameda Principal,80225433,I Loft Malaga,,Centro,36.71688,-4.423,Entire home/apt,96,1,14,2020-03-01,0.34,218,311
16389852,Livescape Juan de Padilla,30533479,Martin,,Centro,36.7237,-4.42197,Entire home/apt,103,2,11,2019-06-30,0.25,1,346
16409948,NA. Precioso estudio a estrenar. Centro histórico,107522592,Dipaka,,Centro,36.72623,-4.4159,Entire home/apt,42,1,107,2020-08-25,2.30,3,272
16410379,Plz Merced centro histórico,2509425,Richard,,Centro,36.72426,-4.4173,Entire home/apt,114,2,1,2018-08-19,0.04,2,362
16410705,RJ. Cómodo y acogedor estudio. Centro histórico,107522592,Dipaka,,Centro,36.72623,-4.4159,Entire home/apt,42,1,86,2020-10-05,1.85,3,303
16431591,BA-Ático. Terraza. Centro. Parking Gratis. Ozono,107736331,María,,Centro,36.73156,-4.41915,Entire home/apt,49,2,131,2020-02-29,2.81,2,243
16438734,Malaga Old Town Boutique Suite,32142533,José Manuel,,Centro,36.72385,-4.4245,Entire home/apt,41,2,119,2020-09-27,2.55,1,325
16478052,RENOVATED WITH OPTIONAL PARKING.,98679540,Pablo Y Giselle,,Centro,36.71034,-4.4284,Entire home/apt,30,1,238,2020-09-13,5.18,2,88
16489235,Centro histórico apartamento Estrella de Mar,108276531,Stefano & Alicia,,Centro,36.72171,-4.42305,Entire home/apt,63,1,237,2020-10-13,5.07,5,365
16517709,Lovely Studio heart of Malaga - Cathedral views,52681683,Concha,,Centro,36.71956,-4.41783,Entire home/apt,55,2,148,2020-09-27,3.26,3,266
16524587,Walk to the Picasso Museum From Central New Apartment,39539887,Santiago,,Centro,36.72482,-4.41988,Entire home/apt,57,2,208,2020-03-13,4.60,2,361
16592051,2 BEDROOMS - 2BATHROOMS-6 PERSONAS-,98679540,Pablo Y Giselle,,Centro,36.71164,-4.4278,Entire home/apt,29,1,197,2020-09-09,4.70,2,0
16593039,Wonderful apartment next to the Málaga Cathedral,84850689,Marta,,Centro,36.71978,-4.42041,Entire home/apt,62,1,87,2020-10-05,1.98,1,45
16607624,Apartment by the Picasso Museum.,62359534,Miguel,,Centro,36.72246,-4.41841,Entire home/apt,55,1,125,2020-08-27,2.70,7,90
16624194,Big apartment in the historic center of Malaga,29374763,Charlotte,,Centro,36.72193,-4.41969,Entire home/apt,65,6,61,2020-08-08,1.39,1,149
16628566,Apartment Pedregalejo,109824546,Kirsten,,Este,36.72014,-4.3732,Entire home/apt,40,5,18,2020-08-17,0.42,1,363
16668351,"""FAROLA ROOM"" Wide+Beach+Center+Quiet+Station",44170578,Francisco,,Carretera de Cadiz,36.71031,-4.43002,Private room,12,30,246,2020-03-15,6.08,5,63
16669193,Mansión Piedras Blancas. El mejor alojamiento rura,110262193,Juan Antonio,,Ciudad Jardin,36.88726,-4.34589,Entire home/apt,225,7,2,2020-09-08,0.05,1,253
16669675,Trujillos Flats,110269163,Maria,,Carretera de Cadiz,36.70659,-4.43528,Entire home/apt,81,2,29,2019-12-22,0.63,1,117
16687083,Villa Amalia Málaga Beach / Center with parking,110473767,Manuel Mario,,Centro,36.72112,-4.4206,Entire home/apt,69,2,76,2020-03-06,1.72,2,107
16697440,Central apartment near to the beach.,62279239,Vissal,,Centro,36.71223,-4.42931,Entire home/apt,28,4,92,2020-10-14,2.04,3,112
16728832,Apartment Home Picasso Luxury,65326975,Carmen,,Centro,36.72606,-4.41982,Entire home/apt,65,2,0,,,9,231
16735180,Precioso apartamento 3 Hab / Parking privado,109830002,Salvador,,Churriana,36.65838,-4.50549,Entire home/apt,50,2,88,2020-01-04,1.94,1,0
16749928,Apartamento CENTRO para 4 personas + 1 bebe,111123878,Jesus,,Centro,36.72256,-4.42608,Entire home/apt,75,2,22,2019-08-20,0.48,1,44
16799635,Malagueta Beach Apartment   Wifi,111686230,Maria Luisa,,Centro,36.71712,-4.41005,Entire home/apt,67,4,41,2020-10-29,0.95,1,323
16802698,CE-Centro. Tranquilo. Piscina.Garaje gratis.Ozono.,111717133,María,,Centro,36.72638,-4.41988,Entire home/apt,70,2,157,2020-09-25,3.45,1,360
16812007,Relaxing house - Free on-street parking,92692533,Teresa,,Churriana,36.66318,-4.5006,Entire home/apt,58,2,33,2019-09-07,0.77,1,327
16862284,Merced Suit,57756025,Patricia,,Centro,36.72326,-4.41524,Entire home/apt,81,1,38,2020-02-16,0.85,6,359
16869060,Corazón Centro Histórico Apto. nuevo y tranquilo,25642904,Belén,,Centro,36.7223,-4.41869,Entire home/apt,61,1,108,2020-02-28,2.40,1,63
16919381,Coqueto Apartamento Centro Málaga Puerta del Ángel,112991672,Marina Y Siro,,Centro,36.72444,-4.42841,Entire home/apt,60,6,39,2020-08-16,0.90,1,121
16928907,Apartamento Alvarez,113094813,Raúl,,Centro,36.72541,-4.42472,Entire home/apt,66,2,155,2020-09-29,3.44,1,173
16972977,PopArt apartament Centro Histórico 2 dormitorios,113545449,Rocio Ramón,,Centro,36.72335,-4.42444,Entire home/apt,100,2,28,2019-07-13,0.66,1,264
16984529,"BEST HOUSE IN MALAGA: NEW, VIEWS, CLEAN & COMFORT",113700508,Victoria,,Centro,36.7366,-4.41447,Entire home/apt,59,2,157,2020-03-15,3.51,2,117
17019239,Take in the Calm Atmosphere in the Sun at a Chic Haven.,114135784,Cristina And Homero,,Este,36.72472,-4.37427,Entire home/apt,319,5,17,2019-07-15,0.44,1,26
17019554,"Beach front Malagueta Arenal, 10 people",5120420,Nuria,,Centro,36.71914,-4.40852,Entire home/apt,109,3,24,2020-07-27,0.55,5,178
17028679,Centro Histórico apartamento Agua Azul,108276531,Stefano & Alicia,,Centro,36.72226,-4.42435,Entire home/apt,53,1,202,2020-10-12,4.45,5,360
17036202,Charming Apartment in Pedregalejo,17556274,Fernando,,Este,36.72866,-4.37234,Entire home/apt,31,2,39,2020-06-15,0.87,5,348
17043166,Large Apt With Sea and harbour Views in Malaga cen,11733642,Ines,,Centro,36.71347,-4.42439,Entire home/apt,103,1,86,2020-08-16,1.91,15,221
17044698,INMálaga Apartments Uncibay,79418042,INMálaga,,Centro,36.72244,-4.41994,Entire home/apt,69,2,5,2018-06-09,0.11,25,351
17044810,INMálaga Apartments Salinas,79418042,INMálaga,,Centro,36.72022,-4.4212,Entire home/apt,88,2,10,2020-03-10,0.22,25,182
17085233,Habitaciones por dia,105708455,Miguel,,Teatinos-Universidad,36.72571,-4.47004,Private room,60,60,0,,,1,87
17094354,AlohaTMálaga: Charming villa with panoramic views to the city and sea,76520270,AlohaTmálaga,,Este,36.72937,-4.32422,Entire home/apt,223,3,28,2019-09-24,0.63,3,0
17121206,Merced Premium,57756025,Patricia,,Centro,36.72367,-4.41692,Entire home/apt,87,1,73,2020-02-23,1.61,6,349
17128589,"The real Soho; center, spacious and very quiet.",13554862,Agathe,,Centro,36.72497,-4.41568,Entire home/apt,42,1,195,2020-10-24,4.50,3,363
17168517,Suncity Flat Delicias,16584611,María,,Centro,36.72419,-4.42352,Entire home/apt,47,2,6,2020-08-25,0.15,43,347
17169302,Málaga centro histórico,32006781,Ricardo,,Centro,36.72313,-4.41754,Entire home/apt,42,2,168,2020-09-28,3.73,1,73
17180894,Esparteros 2A FreshApartments by Bossh!,3376700,Freshlanding,,Centro,36.71825,-4.42337,Entire home/apt,38,2,32,2020-10-06,0.72,21,129
17182957,"Azul Malaga, Apartamento turistico",115634150,Manuel,,Centro,36.72689,-4.41932,Entire home/apt,70,2,59,2019-11-03,1.39,1,151
17186301,HOMELY MÁLAGA PLAZA MONTAÑO,2901886,Teresa,,Centro,36.72485,-4.41952,Entire home/apt,34,1,49,2020-09-26,1.09,1,236
17189680,Angel Suites Attic 4-A,10070230,Rodrigo,,Centro,36.72044,-4.42074,Entire home/apt,107,3,2,2017-05-10,0.04,6,365
17216091,APARTAMENTO ALADO CENTRO COMERCIAL Y PLAYA  WIFI,46766999,Merche,,Cruz De Humilladero,36.71047,-4.43584,Entire home/apt,58,3,13,2020-08-05,0.32,2,0
17218093,Reservho AlamosOne,3301281,Mariano,,Centro,36.72354,-4.41943,Entire home/apt,101,3,132,2020-09-29,3.11,4,357
17219975,Eursu centro,9552973,Eugenio,,Centro,36.72628,-4.4196,Entire home/apt,43,2,22,2020-08-04,0.53,2,286
17235460,Apartment in the old town and close to the beach,56807283,Jelena,,Centro,36.72802,-4.40947,Entire home/apt,75,3,15,2019-05-26,0.35,1,90
17237620,NEW. Peaceful historic centre flat with balcony,116121098,Viktor,,Centro,36.72385,-4.42347,Entire home/apt,31,5,177,2020-09-06,4.02,2,180
17273686,Apartamento Premium Mar de Alborán,62271461,José Agustin,,Centro,36.72103,-4.42004,Entire home/apt,75,2,29,2020-08-28,0.67,9,181
17281554,"MALAGA BEACH. Apt. 4. - SPA, Beach, Luxury, Wifi.",9678471,Mayte,,Este,36.72273,-4.37836,Entire home/apt,79,3,51,2019-10-16,1.14,11,365
17281949,Apartamento en Soho Málaga,33442786,Pepe,,Centro,36.71452,-4.42366,Entire home/apt,74,2,86,2020-09-18,1.93,1,242
17282975,NEW BEACH CENTER MALAGA MAGNIFICENT SEA APARTMENT,116557259,Jose Luis/ Mª Dolores,,Centro,36.71673,-4.41337,Entire home/apt,116,2,228,2020-10-08,5.12,1,274
17283022,"Lovely. Apt. 2 .- SPA, Beach, Luxury, Wiffi, A/A",9678471,Mayte,,Este,36.72273,-4.37836,Entire home/apt,79,3,33,2019-10-12,0.74,11,179
17291439,Quiet apartment in the historical center. Wifi.,6290329,Pepe,,Centro,36.72609,-4.4205,Entire home/apt,61,5,162,2020-03-19,3.72,2,59
17295089,"Apto. familiar, cerca del centro sin sus agobios",50967652,José María,,Centro,36.73031,-4.41445,Entire home/apt,80,2,20,2019-08-20,0.46,1,89
17312526,Malaga Center Flat Holidays Atarazanas Market,8544512,Malaga Center Flat,,Centro,36.71738,-4.42561,Entire home/apt,59,2,29,2020-02-02,0.65,36,332
17321729,Murals at Santa Isabel- Centro & festivals hotspot,7538254,Jose Miguel Y Javier,,Centro,36.72002,-4.42446,Entire home/apt,54,3,64,2020-08-09,1.95,1,269
17336527,550m from boulevard/beach & 3 km to Malaga centre,70802024,Sandra,,Carretera de Cadiz,36.6979,-4.44278,Entire home/apt,60,3,50,2020-03-08,1.16,1,302
17339566,La Casita Malagueta - En Málaga como en casa,16280741,Claudio,,Centro,36.71818,-4.41195,Entire home/apt,41,2,10,2019-10-09,0.23,1,229
17341039,ESTUDIO FABIOLA CENTRO 12-MA,117121293,Fabiola,,Centro,36.72356,-4.4279,Private room,50,3,149,2020-08-22,3.44,1,94
17341376,"Centre, The real Soho, apartment,two terraces.",13554862,Agathe,,Centro,36.72525,-4.41393,Entire home/apt,41,1,139,2020-10-25,3.21,3,363
17359863,Cubo's Apartamento 33 Carreteria 3B,117253760,Cubo'S Holiday Homes,,Centro,36.72192,-4.42298,Entire home/apt,100,1,22,2019-11-09,0.60,13,118
17391816,Apartamento Premium Isla de Arriarán,62271461,José Agustin,,Centro,36.72103,-4.42004,Entire home/apt,75,2,39,2020-08-23,0.89,9,116
17417855,La Siesta Malaga Double Ensuite Ground Floor,488265,Marcos And Agnes,,Centro,36.72483,-4.41714,Private room,35,1,6,2018-11-29,0.13,5,0
17457199,Suncity Flat Cánovas,16584611,María,,Centro,36.72907,-4.41773,Entire home/apt,47,2,5,2020-03-01,0.14,43,365
17458423,MUELLE 18 Cozy apartment in Soho,116046905,Victor,,Centro,36.71418,-4.42247,Entire home/apt,120,2,40,2020-01-07,0.93,1,178
17484842,Céntrico Apartamento con Parking y Desayuno Gratis,44581217,Ana Maria,,Bailen-Miraflores,36.72662,-4.43169,Entire home/apt,45,1,160,2020-09-13,3.71,2,339
17510974,Romantic Studio city center II,71787601,Maria,,Centro,36.71999,-4.42368,Entire home/apt,57,1,151,2020-09-05,3.42,6,89
17527488,Historical Center private room Perla Gris,108276531,Stefano & Alicia,,Centro,36.72043,-4.42499,Private room,35,1,277,2020-09-20,6.24,5,359
17541675,Apartamento acogedor a 100m de la playa de El Palo,118991914,María Rosa,,Este,36.72023,-4.35885,Entire home/apt,62,3,42,2020-08-10,0.96,1,365
17544529,"Fantástico, con vistas al mar y la mejor ubicación",23219471,Sandra,,Centro,36.71485,-4.42547,Entire home/apt,81,5,76,2020-09-10,1.85,1,87
17569509,Relax y disfrute en ambiente familiar con garantía,89118268,Augusto,,Este,36.72346,-4.37303,Entire home/apt,299,2,112,2020-09-13,2.59,2,352
17569617,Romantic Studio Malaga city center III,71787601,Maria,,Centro,36.72022,-4.42366,Entire home/apt,66,1,86,2020-10-04,1.95,6,76
17578292,Alquiler de autocaravanas NUEVAS,68792228,Autocaravanas,,Churriana,36.672,-4.46864,Entire home/apt,130,5,0,,,3,365
17582099,Holidays2Malaga Carreteria 1,115528688,Trinidad,,Centro,36.72187,-4.42502,Entire home/apt,42,1,4,2020-08-23,0.08,65,0
17582110,Holidays2Malaga Dos Aceras,115528688,Trinidad,,Centro,36.72462,-4.42069,Entire home/apt,44,1,17,2020-09-01,0.27,65,0
17582650,Holidays2Malaga Atico Ramon Franquelo,115528688,Trinidad,,Centro,36.72321,-4.41906,Entire home/apt,42,1,6,2019-04-11,0.11,65,0
17582659,Holidays2Malaga Carretería 15,115528688,Trinidad,,Centro,36.72149,-4.42487,Entire home/apt,44,1,2,2020-08-14,0.16,65,288
17582665,Holidays2Malaga Sanchez Pastor,115528688,Trinidad,,Centro,36.72137,-4.42106,Entire home/apt,44,1,5,2020-09-07,0.08,65,0
17582672,Holidays2Malaga Biedmas,115528688,Trinidad,,Centro,36.72322,-4.42402,Entire home/apt,33,1,2,2020-08-20,0.56,65,175
17582673,Holidays2Malaga Viento Duplex with terrace,115528688,Trinidad,,Centro,36.72389,-4.42399,Entire home/apt,42,1,20,2020-10-12,0.34,65,0
17582676,Holidays2Malaga Viento Comfort,115528688,Trinidad,,Centro,36.72388,-4.424,Entire home/apt,43,1,4,2020-09-09,0.28,65,294
17582683,Holidays2Malaga Juan de Mena Semi,115528688,Trinidad,,Centro,36.72549,-4.42689,Entire home/apt,38,1,0,,,65,303
17582688,Holidays2Malaga Juan de Mena Estudio Confort,115528688,Trinidad,,Centro,36.72663,-4.42806,Entire home/apt,36,1,10,2020-08-13,0.15,65,0
17582709,Holidays2Malaga Constitucion 2 Atico,115528688,Trinidad,,Centro,36.72109,-4.42235,Entire home/apt,52,1,10,2020-10-12,0.15,65,0
17582772,Holidays2Malaga Marqués de Villafiel,115528688,Trinidad,,Centro,36.71932,-4.4249,Entire home/apt,50,1,6,2020-10-25,0.12,65,0
17583370,Holidays2Malaga Constitucion 3 Atico,115528688,Trinidad,,Centro,36.72108,-4.42236,Entire home/apt,78,1,10,2020-10-24,0.18,65,0
17583682,Holidays2Malaga Flamenco 2,115528688,Trinidad,,Centro,36.72299,-4.41934,Entire home/apt,46,1,10,2020-10-09,0.19,65,0
17583685,Holidays2Malaga Flamenco Studio,115528688,Trinidad,,Centro,36.72298,-4.41934,Entire home/apt,47,1,9,2020-10-11,0.37,65,260
17583715,Holidays2Malaga Heredia,115528688,Trinidad,,Centro,36.71426,-4.42331,Entire home/apt,77,1,3,2020-08-03,0.06,65,0
17583716,Holidays2Malaga Heredia with terrace,115528688,Trinidad,,Centro,36.7164,-4.42123,Entire home/apt,75,1,20,2020-10-11,0.37,65,0
17583718,Holidays2Malaga Malagueta Loft,115528688,Trinidad,,Centro,36.72045,-4.40883,Entire home/apt,48,3,10,2020-08-24,0.19,65,0
17583720,Holidays2Malaga Juan de Mena Estudio con terraza,115528688,Trinidad,,Centro,36.72549,-4.4269,Entire home/apt,43,1,3,2020-08-27,0.06,65,0
17583725,Holidays2Malaga Calle Nueva Premium,115528688,Trinidad,,Centro,36.72057,-4.42262,Entire home/apt,57,1,0,,,65,266
17584498,Patio de los Martires,68624910,Francisco,,Centro,36.72229,-4.42385,Entire home/apt,41,2,178,2020-10-12,4.16,1,17
17597861,Apartamento Malaga Centro - Beautiful apartment,119586364,Jose Maria,,Centro,36.72636,-4.41034,Entire home/apt,51,2,50,2019-08-16,1.23,1,364
17612221,Azul Mediterráneo. Lujo frente al mar,101861441,Reme,,Centro,36.71652,-4.41167,Entire home/apt,171,3,34,2019-10-25,0.79,1,194
17612719,Bright Modern 1-BR w Rooftop POOL OPEN,5344810,Brian,,Centro,36.72581,-4.42024,Entire home/apt,47,3,84,2020-09-18,1.95,6,284
17615916,Elis´s and Floris House,119758168,Jose Y Elisabet,,Centro,36.72462,-4.42978,Entire home/apt,20,1,143,2020-09-13,3.25,1,305
17619403,Cozy apartment in the heart of Málaga downtown,119787133,PipeRaquel,,Centro,36.724,-4.42422,Entire home/apt,50,2,86,2020-09-01,1.95,1,89
17621760,Amplio Apartamento Centro Histórico Free Parking,87733940,Amador,,Centro,36.72435,-4.41979,Entire home/apt,53,2,231,2020-09-30,5.24,5,53
17630936,MALAGA CENTRO SOHO,119901134,Carmen,,Centro,36.71373,-4.42592,Entire home/apt,70,4,4,2020-01-02,0.10,1,102
17633878,Room to rent close to Bus/train station and centro,3302050,Sara,,Cruz De Humilladero,36.71285,-4.43427,Private room,28,1,331,2020-10-03,7.63,3,86
17633967,Large Bright Modern Studio *7 day stays for €300*,10462468,Barbara,,Centro,36.71461,-4.42351,Entire home/apt,50,3,238,2020-08-31,5.40,1,332
17634976,Marítimo FreshApartments by Bossh!,3376700,Freshlanding,,Centro,36.71797,-4.41072,Entire home/apt,73,2,48,2020-09-13,1.11,21,0
17650720,Romantic One Bedroom Apartment,71787601,Maria,,Centro,36.72057,-4.423,Entire home/apt,57,1,77,2019-09-19,1.76,6,64
17651492,Málaga Centro. SOHO.  (3-4 ).,120097965,Margon,,Centro,36.71383,-4.42324,Entire home/apt,50,62,29,2018-09-14,0.66,1,179
17651713,Romantic Three Bedroom Apartment,71787601,Maria,,Centro,36.72042,-4.42291,Entire home/apt,103,1,38,2019-04-14,0.87,6,68
17688910,Picasso 2,120495354,Julian,,Centro,36.72479,-4.41856,Entire home/apt,148,1,51,2020-02-13,1.16,1,134
17695223,Picasso neighborhood. Very bright apartment,17585280,Pablo Y Marisa,,Centro,36.72353,-4.41707,Entire home/apt,64,2,24,2020-02-29,0.57,10,225
17697426,Picasso Premium Apartment,120568489,Blanca,,Centro,36.72327,-4.41691,Entire home/apt,167,1,96,2020-09-04,2.19,6,295
17707788,Central Cozy Apartment MALAGA,7082899,Greg,,Centro,36.72542,-4.4231,Entire home/apt,29,1,119,2020-10-11,2.79,11,349
17710041,Holidays2Malaga Capitan Studio,115528688,Trinidad,,Centro,36.72203,-4.42082,Entire home/apt,28,3,5,2020-08-08,0.35,65,294
17710354,Holidays2Malaga Cervantes with parking,115528688,Trinidad,,Centro,36.72537,-4.41791,Entire home/apt,43,1,1,2019-10-09,0.08,65,303
17712523,Gran piso con terraza cerca de la playa y  centro.,120720713,Miguel Angel Polo -,,Centro,36.72071,-4.41821,Entire home/apt,149,5,42,2019-08-26,0.97,1,179
17714840,"Apartamento con encanto, centro de Málaga+parking",120747326,Rebeca Y Manuel,,Centro,36.7265,-4.41949,Entire home/apt,41,2,84,2020-03-07,1.93,1,339
17717199,"Unique river side centrical apartment, 6-9 people",46704120,San,,Centro,36.72356,-4.42518,Entire home/apt,131,2,79,2020-08-23,2.13,4,267
