id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
96033,"* Cosy flat 200m from the beach, El Palo/Malaga *",510467,Rafael & Adriana,,Este,36.72031,-4.35627,Entire home/apt,23,5,89,2020-10-02,1.04,1,228
155696,"Wonderful sunny apartment, 2fl, very central",697056,Zeta,,Centro,36.72723,-4.4072,Entire home/apt,180,3,18,2018-09-25,0.16,2,364
166473,Perfect Location In Malaga,793360,Fred,,Este,36.71934,-4.35942,Private room,17,5,69,2020-10-15,0.62,3,365
212845,BEAUTIFUL DOUBLE ROOM IN MALAGA,617998,Valle,,Este,36.72606,-4.36541,Shared room,39,2,36,2020-09-30,0.34,2,301
229511,MOUNTAIN VILLA WITH SEAVIEWS - PRIVATE POOL,1198693,Joaquin,,Este,36.79087,-4.38198,Entire home/apt,190,5,3,2020-07-26,0.08,1,364
330760,MalagaLodge in the heart of Town,1687526,Mayte,,Centro,36.73066,-4.41262,Private room,30,1,34,2019-06-04,0.32,1,302
340024,NEW APARTMENT IN MALAGA CENTER,1725690,Carlos,,Centro,36.72813,-4.41422,Entire home/apt,35,3,134,2020-10-14,1.44,1,365
358541,Cool apartment for happy people!,1526932,Cristina,,Centro,36.72338,-4.42208,Entire home/apt,37,2,279,2020-09-18,2.69,1,348
421077,LUXURY MALAGA HISTORIC CENTER BEACH,2092252,Tatiana Juliettesis,,Centro,36.72117,-4.42526,Entire home/apt,35,1,67,2019-09-24,0.65,5,365
427860,Enjoy the coast of the Sun,2126353,Pablo,,Centro,36.73232,-4.4153,Private room,120,2,16,2017-08-17,0.16,3,364
461508,Apartment in the Historic Centre,2293404,Elena,,Centro,36.72292,-4.42331,Entire home/apt,55,2,18,2019-01-28,0.18,1,365
505688,Duplex Apartment in Malaga Center,2489890,Fede,,Centro,36.72526,-4.41821,Entire home/apt,51,3,171,2020-08-23,1.70,13,94
507961,Duplex Apartment. Malaga Center,2489890,Fede,,Centro,36.72433,-4.41834,Entire home/apt,53,2,143,2020-08-08,1.40,13,94
508787,Modern Apartment in Málaga Center,2489890,Fede,,Centro,36.7248,-4.41913,Entire home/apt,46,3,188,2020-03-08,1.86,13,94
509073,Modern Apartment. Málaga CityCenter,2489890,Fede,,Centro,36.7248,-4.41913,Entire home/apt,45,3,183,2020-03-14,1.82,13,94
550804,"MALAGA CENTER, MALAGUETA BEACH",2707228,Alfonso,,Centro,36.71643,-4.41103,Entire home/apt,228,5,54,2020-03-12,0.60,1,364
551603,"Luxury, beach and 10min city centre",2710857,Esther,,Carretera de Cadiz,36.69488,-4.44054,Entire home/apt,80,4,37,2020-01-02,0.38,1,340
577612,In the main square of the city cent. 3 double bedr,2840633,Carolina,,Centro,36.72146,-4.42335,Entire home/apt,108,1,283,2020-07-16,3.11,1,352
603361,"Spacious, central & bath en suite",2986899,Andrés,,Centro,36.72851,-4.41452,Private room,36,2,368,2020-03-15,3.68,5,0
611037,Atico diáfano en centro de Málaga,3029584,Javier - Cap,,Centro,36.7298,-4.42092,Entire home/apt,79,2,150,2020-09-04,1.72,1,364
633862,Luxury and Beautiful penthouse,1297670,Ab Apartamentos,,Bailen-Miraflores,36.72973,-4.43524,Entire home/apt,56,2,2,2020-02-16,0.02,15,353
634046,Beach Front Apartment in Málaga,2489890,Fede,,Este,36.7178,-4.34829,Entire home/apt,62,2,61,2020-08-30,0.66,13,17
652994,"Charming penthouse, at downtown.",3282832,Deborah Y Luis,,Centro,36.72682,-4.41916,Entire home/apt,50,3,215,2020-09-23,2.16,2,295
655701,"Golf, beach and calm",3301281,Mariano,,Churriana,36.64943,-4.47706,Entire home/apt,90,2,47,2020-08-30,0.62,4,365
663794,Malaga Centro y Diversión,3301281,Mariano,,Centro,36.73097,-4.4235,Entire home/apt,46,2,20,2020-09-01,0.23,4,121
718943,Málaga oceanfront. WIFI,3083727,Loly & José Antonio,,Este,36.71735,-4.34732,Entire home/apt,137,3,10,2019-08-07,0.13,11,364
730157,Bonito atico en el centro de Málaga,3764491,Alicia,,Centro,36.72834,-4.41483,Entire home/apt,63,2,21,2019-08-18,0.38,1,363
730403,ESPACIO CON BUENA ONDA,3798354,Silvia,,Carretera de Cadiz,36.6933,-4.44923,Private room,30,6,2,2018-08-04,0.03,2,358
730431,SPACE WITH GOOD HARMONY AND PEACE,3798354,Silvia,,Carretera de Cadiz,36.69292,-4.44984,Private room,30,3,9,2019-04-21,0.11,2,358
735155,Low Cost 1 bedroom,3083727,Loly & José Antonio,,Cruz De Humilladero,36.722,-4.45063,Entire home/apt,71,3,1,2016-03-14,0.02,11,364
735157,Bonito y acogedor apartamento 1 dor,3083727,Loly & José Antonio,,Cruz De Humilladero,36.72089,-4.45057,Entire home/apt,82,3,6,2019-07-07,0.08,11,318
744037,Apartment at the center of Málaga,3899104,Alejandro,,Centro,36.71739,-4.41272,Entire home/apt,48,3,202,2020-03-18,2.32,1,365
746003,AUNT ANTONIA BEACH HOUSE 2ND FLOOR,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,42,2,13,2020-09-08,0.14,3,242
753119,AUNT ANTONIA BEACH HOUSE 1ST FLOOR,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,59,2,20,2020-09-17,1.65,3,0
753252,AUNT ANTONIA BEACH HOUSE STREET LEVEL,3912651,Juan Francisco,,Este,36.71801,-4.35463,Entire home/apt,64,2,17,2020-02-22,0.19,3,303
783360,Great Apartment in the heart of Malaga,3301281,Mariano,,Centro,36.72366,-4.41938,Entire home/apt,101,2,173,2020-08-30,1.82,4,352
786626,Studio for 2 people,4147118,Apartamentos San Pablo,,Centro,36.72368,-4.42923,Entire home/apt,28,4,2,2015-01-04,0.02,6,350
786638,Studio ( one double bed ),4147118,Apartamentos San Pablo,,Centro,36.72207,-4.42907,Entire home/apt,30,4,0,,,6,365
786648,"APARTAMENT 1 bedroom, for 4 Persons",4147118,Apartamentos San Pablo,,Centro,36.72377,-4.42735,Entire home/apt,40,3,0,,,6,269
786651,"2 Bedroom Apartament, 6 person",4147118,Apartamentos San Pablo,,Centro,36.72215,-4.42934,Entire home/apt,60,5,1,2013-12-31,0.01,6,360
786663,"Attic apartment, for 6 persons.",4147118,Apartamentos San Pablo,,Centro,36.72361,-4.42842,Entire home/apt,67,6,2,2016-10-09,0.04,6,365
787704,Sunny private room in Malaga!,4150267,MCarmen,,Cruz De Humilladero,36.72093,-4.44481,Private room,16,5,26,2019-11-01,0.28,1,281
844426,NICE APARTMENT IN MALAGA CENTER,3686400,Manuel,,Centro,36.72471,-4.42347,Entire home/apt,200,3,112,2019-10-11,1.20,4,179
915854,"Bright, spacious apt. Calle Carreteria!!",2950570,José Luis,,Centro,36.72371,-4.42272,Entire home/apt,107,3,2,2019-01-12,0.06,4,235
954515,"Apartamento Vialia, 3 dormitorios",4841998,Sandra,,Cruz De Humilladero,36.70819,-4.44013,Entire home/apt,184,2,4,2019-08-14,0.06,3,120
964289,"Apartamento Corregidor, 4 dormitorios",4841998,Sandra,,Cruz De Humilladero,36.71532,-4.45222,Entire home/apt,170,1,6,2019-06-03,0.15,3,120
989188,80 m2 Sundeck in middle of green,5430318,Benno,,Este,36.73932,-4.35843,Entire home/apt,64,4,7,2020-08-15,0.09,3,287
989607,Recharge your Batteries in Malaga-La Yuca,5430318,Benno,,Este,36.74082,-4.36003,Entire home/apt,62,4,8,2019-08-04,0.09,3,148
990183,Sunny Spacious Cozy Apt Historic Center Fast reply,5437078,Maricruz,,Centro,36.72327,-4.42266,Entire home/apt,60,2,31,2019-09-06,0.39,2,237
999783,VillaCarmen holiday home by the sea,5406506,Cristobal,,Churriana,36.66349,-4.45811,Entire home/apt,120,6,88,2020-08-21,0.95,1,356
1021360,Enjoy Malaga with top comfort Spot,5430318,Benno,,Centro,36.71509,-4.42322,Entire home/apt,84,4,31,2020-08-15,0.36,3,241
1036605,beautiful apartment in urbanization,5706385,María Del Mar,,Este,36.72656,-4.35419,Entire home/apt,45,1,318,2020-08-16,3.63,1,149
1048083,PRETTY DOUBLE ROOM WITH BALCONY,617998,Valle,,Este,36.72569,-4.3636,Private room,39,2,49,2020-10-01,0.54,2,326
1056287,Apartment Malaga beach next the sand. First line,5613736,Reyes,,Carretera de Cadiz,36.69414,-4.43922,Entire home/apt,250,1,31,2019-11-03,0.35,1,0
1071665,AT THE HEART OF THE HISTORICAL CITY,5895070,Arantxa & George,,Centro,36.72174,-4.4234,Entire home/apt,33,3,156,2020-09-19,1.76,3,345
1076040,"Dream in blue, close to the beach",3611680,Sylvie,,Carretera de Cadiz,36.70052,-4.44014,Entire home/apt,41,3,26,2019-12-16,0.32,3,106
1116972,habitación en pleno centro histórico de la ciudad.,1860444,Guanarteme,,Centro,36.72489,-4.41849,Private room,40,2,0,,,2,363
1123346,Lovely Flat Private Parking free B1,6162402,Ana,,Centro,36.72513,-4.4222,Entire home/apt,156,2,144,2020-10-10,2.56,2,333
1137631,Entire home/flat in Málaga,6235110,Jose Mario,,Este,36.72223,-4.34802,Entire home/apt,39,12,47,2019-09-08,0.53,1,274
1164851,NICE PRIVATE ROOM CLOSE TO THE BEACH,6380806,Enky,,Este,36.72203,-4.38282,Private room,35,1,137,2020-09-20,1.51,3,364
1183888,"Picasso, beach and private terrace with sea's view",3857601,Silvia,,Churriana,36.66512,-4.45777,Entire home/apt,32,2,220,2020-10-21,2.78,1,0
1195793,Perfect for enjoying the city,6535138,Ana,,Centro,36.72018,-4.42926,Entire home/apt,45,2,191,2020-08-19,2.12,1,110
1223300,PERFECT ROOM FOR STUDENTS ON THE BEACH,6380806,Enky,,Este,36.72203,-4.38282,Private room,37,1,127,2020-09-26,1.43,3,0
1245707,Granada 2 FreshApartments by Bossh Hotels,6788392,Pepe Y Ana,,Centro,36.72188,-4.41824,Entire home/apt,34,2,68,2020-08-28,0.77,3,136
1249797,APARTMENT-WOHNUNG MÁLAGA CENTER,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,20,60,21,2019-11-30,0.24,7,333
1265238,APARTMENT-WOHNUNG MÁLAGA CENTER 8,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,25,2019-08-07,0.29,7,363
1274221,APARTMENT-WOHNUNG MÁLAGA CENTER 9,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,21,2018-06-30,0.24,7,365
1274222,APARTMENT-WOHNUNG MÁLAGA CENTER 5,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,17,60,13,2018-07-26,0.18,7,302
1297722,Central and friendly one dormit + W,3083727,Loly & José Antonio,,Centro,36.72061,-4.43248,Entire home/apt,66,3,8,2019-08-10,0.11,11,364
1306836,Málaga historic center duplex,5729425,Virginia,,Centro,36.72195,-4.41945,Entire home/apt,50,4,198,2020-08-25,2.24,1,60
1312631,Big apartment near to the beach and center,5885187,Coral,,Este,36.72846,-4.39888,Entire home/apt,92,1,24,2020-08-16,0.27,1,362
1335782,Cozy B&B close to beach & centre,5268527,Andreina,,Cruz De Humilladero,36.71563,-4.42966,Private room,30,2,244,2020-08-10,2.76,1,365
1339743,Historic Centre Apartament,7182581,Rosa,,Centro,36.72395,-4.41956,Entire home/apt,53,2,382,2020-03-15,4.31,1,269
1359353,Beachfront 4 bedrooms apartment,7378338,Mercedes,,Carretera de Cadiz,36.70152,-4.43499,Entire home/apt,118,4,60,2020-08-23,0.68,1,290
1378908,BEST LOCATION+WIFI-CITY CENTRE,5895070,Arantxa & George,,Centro,36.72136,-4.42387,Entire home/apt,30,3,160,2020-09-05,1.83,3,308
1392294,2 Habitaciones con terraza  a 50 m playa,7527021,Elia,,Churriana,36.66342,-4.45679,Private room,69,1,26,2019-10-04,0.65,1,292
1403375,Holiday Málaga Home,7573364,Maria,,Carretera de Cadiz,36.70837,-4.43347,Entire home/apt,58,3,16,2020-08-25,0.18,1,74
1405715,Amplio piso en Teatinos Málaga,7584996,Francis,,Teatinos-Universidad,36.71587,-4.46299,Entire home/apt,85,4,17,2019-08-30,0.27,1,91
1437839,Best place in the historical city center of Malag,7723499,Jesus,,Centro,36.72039,-4.42298,Entire home/apt,46,4,100,2020-08-15,1.21,2,365
1449651,"APARTAMENTO CENTRO HISTORICO,  DOS BAÑOS Y WIFI",7779962,Isabel,,Centro,36.72506,-4.41985,Entire home/apt,72,3,5,2019-09-16,0.06,1,252
1496065,Small and quiet apart. by the river,7995851,Angel,,Palma-Palmilla,36.73273,-4.42589,Entire home/apt,41,4,192,2020-08-23,3.12,2,208
1498773,Downtown's Views: VFT/MA/585,8008701,Carmen Y José,,Centro,36.72523,-4.42873,Entire home/apt,53,2,103,2019-09-08,1.17,1,327
1514156,Studio and New Terrace at the City Center,8083402,Regina,,Centro,36.72459,-4.41991,Entire home/apt,46,3,156,2020-08-28,1.79,1,342
1534533,DelCarmen Premium Beach Apartment Seaviews Parking,4921828,Laura,,Este,36.7212,-4.3827,Entire home/apt,66,1,18,2020-09-27,4.50,1,281
1536679,APARTMENT-WOHNUNG MÁLAGA CENTER 6,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,5,2017-12-10,0.06,7,363
1536774,APARTMENT-WOHNUNG MÁLAGA CENTER 4,6810576,Sergio,,Centro,36.72369,-4.4309,Entire home/apt,19,60,7,2019-09-08,0.11,7,363
1564567,New apartment in historical centre.,8199582,Dick,,Centro,36.72061,-4.4222,Entire home/apt,61,3,157,2019-08-19,1.81,1,0
1596526,DOUBLE ROOM CLOSE TO BEACH IN SHARED APARTMENT,6380806,Enky,,Este,36.72203,-4.38282,Private room,35,1,204,2020-08-15,2.37,3,354
1597241,Trendy apartment with intimite big terrace,6818242,Nadine,,Centro,36.72519,-4.41899,Entire home/apt,69,4,148,2020-03-08,1.81,1,139
1603598,Centro Histórico Málaga  WIFI,8544512,Malaga Center Flat,,Centro,36.71988,-4.42365,Entire home/apt,47,2,96,2020-08-18,1.11,36,337
1607390,Room with sea view,8562094,Mersi,,Este,36.72269,-4.38522,Private room,46,1,318,2020-08-18,3.82,1,365
1640548,Romantic Malaga Studio - 2 people,8710574,Liam,,Centro,36.7218,-4.42452,Entire home/apt,49,2,246,2020-08-31,2.89,1,346
1699106,Nice Apartment Historic Center,11420357,Nadia,,Centro,36.71972,-4.42368,Entire home/apt,44,2,61,2020-07-26,0.72,3,347
1730046,Economic apartment near city centre,9114991,Jose,,Bailen-Miraflores,36.72358,-4.43639,Entire home/apt,44,5,126,2020-08-25,1.59,2,121
1754250,Piso muy luminoso todo exterior,6537535,Vicky,,Carretera de Cadiz,36.70618,-4.4375,Entire home/apt,65,61,9,2019-07-22,0.13,1,362
1757994,Duplex - Prime Location,8217784,Francisco,,Centro,36.71934,-4.42359,Entire home/apt,50,3,82,2019-12-29,0.96,4,69
1788613,Loft 1 - Prime Location,8217784,Francisco,,Centro,36.71926,-4.42347,Entire home/apt,50,3,21,2020-02-27,0.37,4,69
1791340,Attic - Prime Location,8217784,Francisco,,Centro,36.71934,-4.42358,Entire home/apt,45,3,22,2019-09-15,0.26,4,69
1792743,Bright Central Hostel w. Sun Terrace (Double Room),338832,Christina & Victor,,Centro,36.72174,-4.42797,Private room,29,1,70,2020-07-08,0.82,13,214
1797493,Loft 2 - Prime Location,8217784,Francisco,,Centro,36.71933,-4.4236,Entire home/apt,50,3,56,2019-12-01,0.67,4,69
1800747,DUPLEX  A 4 PAX  PEDREGALEJO  PLAYA,9441553,Rafael TUDELA,,Este,36.72176,-4.38027,Entire home/apt,50,2,52,2019-07-21,0.67,3,121
1818175,Bright Central Hostel w. Sun Terrace / 4-Bed Dorm,338832,Christina & Victor,,Centro,36.72162,-4.42832,Shared room,14,1,50,2020-10-14,0.59,13,214
1825432,Apartamento nuevo cerca de la playa,9552973,Eugenio,,Carretera de Cadiz,36.70372,-4.44271,Entire home/apt,41,2,43,2020-08-27,0.51,2,152
1836035,DISFRUTA EL CENTRO HISTÓRICO (3),9598080,Unisierra,,Centro,36.71924,-4.4224,Entire home/apt,125,7,9,2017-12-17,0.11,4,67
1867072,DISFRUTA EL CENTRO HISTÓRICO (4),9598080,Unisierra,,Centro,36.72001,-4.42234,Entire home/apt,8000,2,3,2018-07-22,0.05,4,244
1874744,Two bedroom apartment at 3 meters away from the station,9283559,Antonio,,Cruz De Humilladero,36.71429,-4.43685,Entire home/apt,35,2,233,2020-10-11,2.80,1,60
1888913,DISFRUTA EL CENTRO HISTÓRICO (5),9598080,Unisierra,,Centro,36.72043,-4.42191,Entire home/apt,8000,2,1,2017-12-06,0.03,4,244
1895284,Cortijo Juan Salvador La Higuera,9848032,Riny,,Este,36.80035,-4.32961,Entire home/apt,205,4,12,2019-04-11,0.16,2,305
1947485,Estudio Málaga Centro - Playa,10071753,Javier,,Centro,36.71608,-4.42384,Entire home/apt,29,3,83,2020-09-12,1.59,1,31
1966333,Perfect Location in Malaga Part 2,793360,Fred,,Este,36.72054,-4.36006,Private room,18,5,24,2019-09-30,0.29,3,365
2022886,Dreams Malága Center Apartments,10395956,Julian,,Centro,36.72143,-4.42868,Entire home/apt,65,2,60,2016-04-17,0.72,3,364
2111519,Apartment in the historic centre,10765775,Lola,,Centro,36.72461,-4.42265,Entire home/apt,55,2,181,2019-10-20,2.25,2,359
2138517,Casa Rural Carpe Diem de Málaga,9725526,Isabel,,Churriana,36.6541,-4.51569,Entire home/apt,69,6,0,,,1,314
2145149,Perfect Location in Malaga Part 3,793360,Fred,,Este,36.72081,-4.36109,Private room,18,5,26,2020-08-24,0.32,3,365
2154384,"Malaga Holiday Home,  Private Pool",2453338,Sally And Ian,,Palma-Palmilla,36.79812,-4.4551,Entire home/apt,200,2,64,2020-10-18,0.95,1,355
2163893,Lovely flat Parking  free Old Town B2,9744958,Ana,,Centro,36.72531,-4.42219,Entire home/apt,26,2,231,2020-09-12,2.93,3,360
2188247,Historic Center Parking free VFTMA0711,11104098,Carmen,,Centro,36.723,-4.42376,Entire home/apt,59,4,100,2018-08-10,1.22,1,53
2206087,Apartment 30 meters from the beach,10163833,Veronica Y Laurent,,Este,36.72093,-4.37212,Entire home/apt,60,4,22,2020-09-06,0.28,1,194
2217020,perfect Location,2426898,Inmaculada,,Centro,36.72248,-4.40255,Entire home/apt,66,4,28,2019-11-01,0.42,2,357
2275180,Apartment soul Historical Centre,11074808,Maria & Arturo,,Centro,36.72238,-4.42313,Entire home/apt,50,2,269,2020-08-18,3.27,1,365
2288248,Mi Casa es Tu Casa - Malaga Center - Fiber WiFi,11689519,Valentina E Lorenzo,,Centro,36.72129,-4.42296,Entire home/apt,80,4,135,2020-03-17,1.71,1,30
2292076,"UrbanChic Historic Centre w Patio, Pool access",5344810,Brian,,Centro,36.7242,-4.42112,Entire home/apt,45,4,121,2020-08-22,1.51,6,272
2302729,MARTINA  CENTRO HISTORICO MÁLAGA,11760178,Constantino,,Centro,36.72461,-4.42406,Entire home/apt,63,2,41,2019-09-27,0.51,1,212
2306037,BEST LOCATION +WIFI - OLD CENTRE,11778619,Arantxa,,Centro,36.72086,-4.42318,Entire home/apt,35,3,130,2020-08-23,1.63,7,332
2325804,Habitación Málaga centro,11880556,Luis Vicente,,Centro,36.72437,-4.42111,Private room,52,1,33,2019-12-15,0.49,6,365
2327541,Casas 4-2 FreshApartments by Bossh!,3376700,Freshlanding,,Centro,36.71471,-4.42516,Entire home/apt,61,2,62,2020-06-05,0.77,21,128
2343063,Nice Flat in the center VFT/MA/00202,11931754,Frédéric Et Catherine,,Centro,36.72464,-4.41773,Entire home/apt,35,2,609,2020-10-23,7.57,1,29
2345165,AMAZING DOUBLE ROOM @ CITY CENTER,5490522,Fali,,Centro,36.72567,-4.41849,Private room,26,1,210,2020-08-23,2.60,22,292
2345504,AMAZING ROOM NEXT TO PICASSO´S HOUSE,5490522,Fali,,Centro,36.72563,-4.41845,Private room,15,1,211,2020-09-29,2.59,22,283
2376792,AMAZING HOUSE  BY CITY CENTER,5490522,Fali,,Centro,36.72585,-4.41801,Entire home/apt,160,4,90,2020-01-13,1.13,22,361
2379888,AMAZING YELLOW ROOM NEAR PICASSO HOUSE,5490522,Fali,,Centro,36.72588,-4.41801,Private room,15,1,194,2020-09-15,2.38,22,292
2380070,AMAZING ROOM WITH ROOF TERRACE & WIFI,5490522,Fali,,Centro,36.72585,-4.41797,Private room,15,1,160,2020-09-29,1.99,22,292
2380142,AMAZING TRIPLE PURPLE ROOM FREE WIFI,5490522,Fali,,Centro,36.72586,-4.41801,Private room,16,1,207,2020-09-18,2.55,22,287
2386623,Studio in the historic center of Malaga,12191066,Javier,,Centro,36.72679,-4.42149,Entire home/apt,36,1,214,2020-08-08,2.66,1,220
2390532,Céntrico apartamento en edificio histórico,12202265,Rafa,,Centro,36.72155,-4.42338,Entire home/apt,174,3,104,2020-07-23,1.32,1,260
2431701,Apartamento centro de Málaga,12428979,Juan Carlos,,Centro,36.71884,-4.42046,Entire home/apt,65,2,78,2020-08-16,1.04,1,364
2445809,Gardener cottage  Malaga Costa del Sol,12505395,Juan Carlos M.,,Este,36.7405,-4.37295,Entire home/apt,61,3,21,2019-08-13,0.39,3,302
2457257,Enjoy sunshine @designer duplex w/ terrace+parking,10010991,Eva,,Centro,36.72783,-4.41263,Entire home/apt,77,2,207,2020-10-12,5.34,1,355
2474715,Estudio Centro Histórico WIFI,8544512,Malaga Center Flat,,Centro,36.7201,-4.42451,Entire home/apt,47,2,11,2020-08-07,0.15,36,364
2486176,Attic Terrace Central Location AC,4884962,Esther & Sara,,Centro,36.72565,-4.42328,Entire home/apt,52,2,119,2019-11-05,1.50,13,102
2506093,Idyllic couple rooftop gateway + private terrace,12828040,Christine,,Centro,36.72474,-4.42189,Entire home/apt,38,7,167,2020-08-21,2.10,1,284
2534049,APARTAMENTO CON TERRAZA,13172203,Marta,,Centro,36.72291,-4.40012,Entire home/apt,78,3,173,2020-08-07,2.21,3,365
2595719,Penthouse Old town/Private terrace,13290857,Máximo,,Centro,36.72415,-4.41552,Entire home/apt,71,3,53,2020-08-02,0.68,2,354
2639641,Amazing view from a 3BD apartment,13516294,Julie,,Este,36.71909,-4.34495,Entire home/apt,105,2,90,2019-10-16,1.13,1,70
2647541,Beautiful single-villa private pool,13555160,Maite,,Puerto de la Torre,36.73351,-4.46906,Entire home/apt,175,4,75,2020-09-06,0.99,1,348
2662161,Beach apartment with Breathtaking seaviews,13627093,José Antonio,,Este,36.71801,-4.34528,Entire home/apt,93,7,25,2020-10-13,0.32,2,250
2685898,Apartment Malaga Center,13682064,Ana Maria,,Centro,36.72778,-4.42196,Entire home/apt,50,2,41,2018-12-02,0.54,1,0
2707835,Cheap Room Plaza Merced A,6478123,Michael,,Centro,36.72456,-4.41752,Private room,17,1,84,2020-10-12,1.06,6,83
2732268,HABITACIÓN DOBLE EN APARTAMENTO FAMILIAR,13983300,Francisco Javier,,Carretera de Cadiz,36.70853,-4.43428,Private room,50,3,8,2019-08-16,0.11,1,365
2744906,Located in the heart of Málaga.,14042489,Antonio,,Centro,36.72579,-4.41662,Entire home/apt,48,2,270,2020-07-19,3.41,1,44
2760739,Very quiet and sunny flat in city centre,14118836,Jose Luis,,Centro,36.72456,-4.41069,Entire home/apt,36,10,274,2020-08-29,3.44,1,315
2776054,Cortijo Juan Salvador El Almendro,9848032,Riny,,Este,36.79995,-4.32999,Entire home/apt,205,4,10,2019-10-13,0.14,2,329
2833775,Cheap Room Plaza Merced D,6478123,Michael,,Centro,36.72286,-4.41858,Private room,16,1,80,2020-10-15,1.01,6,84
2835826,Apartment in front of the sea,14494974,Juan Manuel,,Este,36.718,-4.35427,Entire home/apt,100,3,115,2019-10-28,1.47,3,270
2851919,Luxury City Centre Picasso WIFI SAT AC,4884962,Esther & Sara,,Centro,36.72399,-4.41732,Entire home/apt,53,2,131,2020-08-17,1.67,13,313
2868528,Granada 1 FreshApartments by Bossh Hotels,6788392,Pepe Y Ana,,Centro,36.72127,-4.41743,Entire home/apt,35,2,106,2020-10-12,1.35,3,136
2896704,Beautiful apartment at Pedregalejo,14494974,Juan Manuel,,Este,36.72298,-4.38102,Entire home/apt,65,3,67,2019-09-29,1.02,3,269
2910685,Malaga Dreams Apartments Centro 3,10395956,Julian,,Centro,36.72154,-4.42828,Entire home/apt,65,2,40,2016-05-27,0.51,3,364
2940251,Amazing ROOM ON ROOF TERRACE FREE WIFI,5490522,Fali,,Centro,36.72703,-4.41854,Private room,15,1,252,2020-08-24,3.23,22,292
2978526,Exclusive Beach Area Studio,15191956,Erik,,Este,36.71773,-4.35838,Entire home/apt,49,5,98,2020-10-14,1.27,4,343
3003926,HEART  HISTORICAL CENTRE- SANTOS STREET,11778619,Arantxa,,Centro,36.72106,-4.42364,Entire home/apt,35,3,115,2020-09-04,1.49,7,327
3023748,Historical Centre Apartment,13290857,Máximo,,Centro,36.72397,-4.41908,Entire home/apt,68,3,55,2020-01-03,0.82,2,365
3051444,PICASSO VIEWPOINT / NEXT TO THE SEA,15535210,Carmen Y Muni,,Centro,36.71896,-4.40893,Entire home/apt,70,2,331,2020-10-22,4.25,2,341
3096505,Modern Apartment in the Center.WIFI,15749330,Jorge Y Rocio,,Centro,36.72521,-4.41689,Entire home/apt,34,3,3,2020-09-25,0.04,34,2
3103912,Bonito apartamento con terraza y WIFI gratis,15780021,Alvaro,,Este,36.72613,-4.4043,Entire home/apt,54,3,65,2020-03-08,0.84,5,364
3142039,House Urb. Cerrado Calderon Malaga,15559027,Richard,,Este,36.72799,-4.38289,Entire home/apt,78,10,4,2019-08-17,0.08,1,302
3149221,PENTHOUSE SEAVIEW. Malaga Center Flat,8544512,Malaga Center Flat,,Centro,36.71732,-4.41106,Entire home/apt,104,3,80,2020-10-05,1.03,36,337
3160768,Spacious Room in Typical House,7082899,Greg,,Centro,36.7252,-4.42256,Private room,17,1,305,2020-10-15,3.96,11,332
3197401,Gran loft para 6 personas. WIFI y vistas al mar,15780021,Alvaro,,Centro,36.725,-4.4077,Entire home/apt,48,3,41,2020-01-27,0.60,5,364
3229934,Coqueto Apartamento Palacio de Congresos,16347304,Sarai,,Cruz De Humilladero,36.71001,-4.44993,Entire home/apt,59,2,67,2020-03-06,1.19,1,264
3240728,Designer Apartment w/SwimPool 3min BEACH,2397662,Jesus,,Carretera de Cadiz,36.69416,-4.44338,Entire home/apt,82,2,162,2020-08-24,2.08,1,251
3243792,Habitación matrimonio naranja VFT/MA/09571,16411274,Rafael,,Teatinos-Universidad,36.72149,-4.47213,Private room,17,1,18,2019-09-15,0.24,5,363
3270406,"LUXURY HOME "" WITH TERRACE """,10147055,Vasiliy,,Carretera de Cadiz,36.70149,-4.43662,Entire home/apt,40,2,90,2020-10-19,1.17,4,168
3295510,Apartamento Económico por Semanas 1,16650042,R.U Sto Tomas,,Teatinos-Universidad,36.72124,-4.47149,Entire home/apt,30,5,24,2019-09-08,0.37,8,117
3297232,"Sea views villa in Malaga with pool,air con+wifi",16656041,Robert,,Este,36.71712,-4.34619,Entire home/apt,214,2,53,2020-08-19,0.73,5,277
3316545,Apto 1ª linea playa y céntrico,16744914,Mari Paz,,Centro,36.71674,-4.41083,Entire home/apt,49,3,51,2020-08-21,1.08,1,363
3336943,Beautiful Spanish House with private Pool !,16846926,Caroliene,,Churriana,36.64912,-4.49989,Entire home/apt,50,2,75,2020-10-08,0.99,1,295
3339539,Beautifully furnished centre Malaga,16857077,Saskia,,Centro,36.72492,-4.41933,Entire home/apt,52,3,100,2020-08-22,1.32,3,29
3340899,Habitación en el centro,16862674,Antonio,,Centro,36.72067,-4.42374,Private room,17,2,31,2020-07-28,0.41,3,32
3347442,A Nice Twin Room,7082899,Greg,,Centro,36.72667,-4.42183,Private room,15,1,276,2020-09-13,3.58,11,365
